Year,LocationAbbr,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,Status,Citation,StatusAltValue,EnactedDate,EffectiveDate
2007,DC,District of Columbia,Physical Activity,Pedestrians/Walking,Community,An Act Making Appropriations,Enacted,B678,1,1/1/2007 0:00,
2010,MD,Maryland,Obesity,Appropriations,Community,Vehicle Laws,Dead,H461,3,,
2009,HI,Hawaii,Obesity,Menu Labeling,Community,Land Use Commission and County Plans,Dead,H362,3,,
2005,WV,West Virginia,Nutrition,Access to Healthy Foods,Community,An Act Making Appropriations,Enacted,H2005,1,1/1/2005 0:00,
2010,MN,Minnesota,Nutrition,Agriculture and Farming,Community,Agriculture,Dead,H2678,3,,
2012,KY,Kentucky,Obesity,Initiatives and Programs,Work Place,Healthy Lifestyles<br>,Dead,H549,3,1/1/2012 0:00,
2013,RI,Rhode Island,Physical Activity,Built Environment and Street-Scale Design,Community,Building Rhode Island Program,Enacted,5249,1,10/3/2013 0:00,
2010,MI,Michigan,Physical Activity,Built Environment and Street-Scale Design,School/After School,Transportation Infrastructure Options,Enacted,HR187,1,1/1/2010 0:00,
2009,NH,New Hampshire,Nutrition,Farm Direct Foods,Community,Farmers Markets and Farm Stands,Dead,LSR88,3,,
2015,NY,New York,Physical Activity,Bicycling,Work Place,Bicycle parking facilities at state office buildings,Introduced,SB1942,0,,
2011,MS,Mississippi,Nutrition,Access to Healthy Foods,School/After School,Healthy Living Instruction,Dead,H614,3,,
2005,MD,Maryland,Nutrition,Vending,School/After School,Health and Nutrition in Public Schools,Enacted,S473,1,1/1/2005 0:00,
2010,CO,Colorado,Nutrition,Food Assistance Programs,School/After School,Campaign to End Childhood Hunger By 2015,Enacted,EO28,1,1/1/2010 0:00,
2006,NJ,New Jersey,Physical Activity,Appropriations,Community,Garden State Green Acres Preservation Grants,Enacted,A3671,1,1/1/2006 0:00,
2011,MT,Montana,Nutrition,Access to Healthy Foods,School/After School,Recommendations on Reducing Childhood Hunger,Dead,D1088,3,,
2010,UT,Utah,Obesity,Body Mass Index (BMI),School/After School,Public School Funding,Enacted,H166,1,1/1/2010 0:00,
2011,WA,Washington,Physical Activity,Built Environment and Street-Scale Design,Community,Residential Infrastructure Development,Dead,H1624,3,,
2010,CA,California,Obesity,Access to Drinking Water,School/After School,Health and Human Services: Federal Grant Opportunities,Dead,A70,3,,
2009,HI,Hawaii,Nutrition,Disparities/Equity,Community,Childhood Obesity and Marketing,Dead,H1674,3,,
2011,MS,Mississippi,Physical Activity,Safe Routes to Schools,School/After School,Sweetened Beverages and Syrups Tax,Dead,S2678,3,,
2009,NY,New York,Nutrition,Fruits and Vegetables,Restaurant/Retail,Tax Exemption for Buildings on Agricultural Land,Dead,S669,3,,
2011,HI,Hawaii,Obesity,Food Restrictions,Community,Home Organic Produce Cooperatives,Dead,HCR145,3,,
2010,HI,Hawaii,Physical Activity,Bicycling,Community,Tour De Hawaii Bike Race,Dead,SCR121,3,,
2009,ID,Idaho,Nutrition,Nutrition Standards,Medical and/or Hospital,Detoxification/Mental Health Diversion Units,Enacted,R8285,1,1/1/2009 0:00,
2010,FL,Florida,Nutrition,Food Security,Community,Prevention of Obesity,Dead,S2212,3,,
2009,IL,Illinois,Nutrition,Access to Healthy Foods,Community,Arthritis Prevention and Control,Dead,S1494,3,,
2011,WA,Washington,Obesity,Sugar Sweetened Beverages,Work Place,An Act Relating to the Establishment of Food Purchasing Policies<br>,Dead,H1801,3,,
2011,HI,Hawaii,Physical Activity,Disparities/Equity,School/After School,State Property Usage,Dead,SCR140,3,,
2010,LA,Louisiana,Nutrition,Appropriations,Community,Health,Enacted,HCR150,1,1/1/2010 0:00,
2011,HI,Hawaii,Obesity,Food Restrictions,School/After School,Child Nutrition Programs,Enacted,HCR167,1,1/1/2011 0:00,
2011,CT,Connecticut,Physical Activity,Physical Education Requirements,School/After School,Reform of Physical Education in Public Schools,Dead,H5696,3,,
2011,WA,Washington,Physical Activity,Built Environment and Street-Scale Design,Community,Bicyclist and Motorist Mutual Responsibilities,Dead,S5193,3,,
2005,AR,Arkansas,Nutrition,Liability and Indemnity,Community,Big Flat Walking Trail,Enacted,H2327,1,1/1/2005 0:00,
2009,NM,New Mexico,Nutrition,Incentives,Community,Soft Drink Receipt Deductions,Dead,S69,3,,
2010,DC,District of Columbia,Nutrition,Agriculture and Farming,School/After School,Healthy Schools,Enacted,B564,1,1/1/2010 0:00,
2003,TX,Texas,Physical Activity,Physical Activity Requirements,School/After School,Public School Children,Enacted,SB474,1,1/1/2003 0:00,
2008,OR,Oregon,Nutrition,Appropriations,School/After School,State Farm and Garden Programs in Schools,Enacted,H3601a,1,1/1/2008 0:00,
2009,NJ,New Jersey,Obesity,Menu Labeling,Community,Council on Affordable Housing,Enacted,R18954,1,1/1/2009 0:00,
2010,DC,District of Columbia,Obesity,Appropriations,Community,Streetcar Project Comprehensive Plan,Enacted,R1164,1,1/1/2010 0:00,
2011,NM,New Mexico,Nutrition,Trans Fats,School/After School,Public School Construction and Renovation Projects,Dead,S2,3,,
2009,MD,Maryland,Obesity,Appropriations,Community,Blue Ribbon Commission,Dead,S705,3,,
2010,MO,Missouri,Obesity,Appropriations,Community,Local Foods Initiative,Dead,S926,3,,
2009,MI,Michigan,Physical Activity,Pedestrians/Walking,Community,Recreational Authorities Act,Dead,H4700,3,,
2011,MS,Mississippi,Physical Activity,Physical Education Requirements,School/After School,Healthy Living Instruction,Dead,H614,3,,
2010,VT,Vermont,Obesity,Menu Labeling,Community,Environmental Permit Programs,Dead,S214,3,,
2010,MS,Mississippi,Physical Activity,Access to Recreational Opportunities,Community,Major Economic Impact Act,Enacted,S3189,1,1/1/2010 0:00,
2010,NY,New York,Nutrition,Food Assistance Programs,Community,New York State Council on Food Policy,Dead,S6893,3,,
2010,IA,Iowa,Physical Activity,Appropriations,Community,Jobs II Program,Enacted,R8890,1,1/1/2010 0:00,
2009,MA,Massachusetts,Obesity,Food Restrictions,School/After School,Governor Fiscal Year 2010 Budget,Dead,H4100,3,,
2002,NY,New York,Nutrition,Access to Healthy Foods,Community,An Act Making Appropriations for the Support of  Government<br>,Enacted,A9760,1,1/1/2002 0:00,
2011,IL,Illinois,Physical Activity,Physical Education Requirements,School/After School,School Physical Education,Dead,H1568,3,,
2015,HI,Hawaii,Obesity,Initiatives and Programs,Community,Interagency Obesity Council,Introduced,HB1439,0,,
2014,MA,Massachusetts,Physical Activity,Bicycling,Community,Sustainable Development Principles,Enacted,10305,1,2/14/2014 0:00,2/14/2014 0:00
2007,NC,North Carolina,Nutrition,Medical Care,Community,Appropriations Act of 2007,Enacted,H2437,1,1/1/2007 0:00,
2010,MS,Mississippi,Nutrition,Farm Direct Foods,Restaurant/Retail,Certified Farmers' Markets,Enacted,R12239,1,1/1/2010 0:00,
2009,TN,Tennessee,Nutrition,Appropriations,School/After School,Education,Dead,S421,3,,
2011,MO,Missouri,Nutrition,School Nutrition,Restaurant/Retail,Missouri Sustainable Local Food Policy Council,Dead,H873,3,,
2011,MO,Missouri,Nutrition,Vending,Community,Farm to Table Advisory Board,Dead,H830,3,,
2011,OK,Oklahoma,Physical Activity,Built Environment and Street-Scale Design,Community,Bicycles,Dead,S951,3,,
2011,MN,Minnesota,Nutrition,Farmers Markets,Restaurant/Retail,Agriculture,Dead,H1511,3,,
2011,MA,Massachusetts,Physical Activity,Initiatives and Programs,School/After School,An Act Making Appropriations<br>,Dead,H4100,3,1/1/2012 0:00,
2009,ME,Maine,Nutrition,Nutrition Standards,Early Care and Education,Certification of Family Child Care Providers,Enacted,R9148,1,1/1/2009 0:00,
2012,AR,Arkansas,Nutrition,Nutrition Standards,School/After School,Arkansas Department of Education Rules Governing Nutrition and Physical Activity Standards and Body Mass Index for Age Assessment Protocols in Arkansas Public Schools,Enacted,6139,1,5/17/2012 0:00,6/30/2012 0:00
2011,OR,Oregon,Nutrition,Farmers Markets,Restaurant/Retail,Establishment of Nutritional Requirement for Food Items,Dead,H3224,3,,
2010,HI,Hawaii,Physical Activity,School Siting,School/After School,Housing,Dead,S2576,3,,
2009,NY,New York,Physical Activity,Incentives,Community,Senior Benefits Card Program,Dead,A1711,3,,
2009,OH,Ohio,Nutrition,Appropriations,Community,Livestock Care Standards Board,Dead,H341,3,,
2009,IL,Illinois,Nutrition,Farmers Markets,Community,Makes Appropriations,Dead,H4348,3,,
2011,TN,Tennessee,Physical Activity,Physical Activity Requirements,School/After School,Education,Dead,S1833,3,,
2009,GA,Georgia,Physical Activity,Built Environment and Street-Scale Design,Community,Pedestrians and Roadways,Dead,H13,3,,
2011,TX,Texas,Obesity,Disparities/Equity,Restaurant/Retail,Sweetened Beverages Tax,Dead,H2209,3,,
2016,MI,Michigan,Nutrition,Appropriations,Early Care and Education,EDUCATION—APPROPRIATIONS—SCHOOL BUDGETS,Enacted,SB801,1,6/27/2016 0:00,6/27/2016 0:00
2011,MD,Maryland,Obesity,Body Mass Index (BMI),Community,Transit Development Fund,Dead,H1349,3,,
2009,MA,Massachusetts,Nutrition,Farm Direct Foods,School/After School,Healthy Alternatives in Public School Food Program,Dead,S861,3,,
2011,IL,Illinois,Obesity,Appropriations,Community,Department of Human Services,Dead,S2450,3,,
2009,MA,Massachusetts,Nutrition,Medical Care,School/After School,Transportation System Modernization,Dead,H4047,3,,
2015,HI,Hawaii,Nutrition,Farm Direct Foods,School/After School,Relating to a Farm to School Program,Enacted,SB376,1,7/8/2015 0:00,7/8/2015 0:00
2009,MD,Maryland,Physical Activity,Physical Education Requirements,School/After School,Student Wellness,Enacted,H1264,1,1/1/2009 0:00,
2010,OH,Ohio,Physical Activity,Physical Activity Requirements,School/After School,School Nutrition and Health,Enacted,S210,1,1/1/2010 0:00,
2009,PA,Pennsylvania,Obesity,Appropriations,Community,Pennsylvania Municipalities Planning Code,Dead,S1139,3,,
2009,MA,Massachusetts,Obesity,Food Restrictions,School/After School,Student Health and Education,Dead,H2063,3,,
2009,NC,North Carolina,Nutrition,Nutrition Standards,Early Care and Education,Healthy Eating and Physical Activity Child Care,Dead,H1472,3,,
2011,CT,Connecticut,Nutrition,Medical Care,Community,Brownfield Remediation and Development,Enacted,H6526,1,1/1/2011 0:00,
2010,FL,Florida,Nutrition,Nutrition Standards,School/After School,School Wellness and Physical Education Policies,Dead,S1294,3,,
2010,CA,California,Physical Activity,Disparities/Equity,Medical and/or Hospital,Health and Human Services: Federal Grant Opportunities,Dead,A70,3,,
2010,NC,North Carolina,Obesity,Appropriations,Work Place,State Health Plan,Enacted,S287,1,1/1/2010 0:00,
2010,MS,Mississippi,Nutrition,Appropriations,Restaurant/Retail,Sales Tax on Food,Dead,H59,3,,
2012,HI,Hawaii,Physical Activity,Public Transportation,Community,An Act Relating to Transit<br>,Dead,S2959,3,1/1/2012 0:00,
2011,TX,Texas,Nutrition,Access to Healthy Foods,Restaurant/Retail,Sweetened Beverages Tax,Dead,H2213,3,,
2011,HI,Hawaii,Obesity,Food Restrictions,School/After School,School Gardens,Dead,HCR260,3,,
2009,MD,Maryland,Nutrition,Medical Care,Community,Vehicle Laws,Dead,S428,3,,
2011,IL,Illinois,Obesity,Disparities/Equity,Community,Public Aid Code,Dead,H3421,3,,
2011,MN,Minnesota,Nutrition,Liability and Indemnity,School/After School,Transportation,Dead,S1439,3,,
2012,CT,Connecticut,Nutrition,Initiatives and Programs,School/After School,An Act Implementing Provisions of the State Budget<br>,Enacted,H6001B,1,1/1/2012 0:00,
2010,MI,Michigan,Nutrition,Appropriations,Medical and/or Hospital,Guaranteed Issue Health Plans,Dead,S1245,3,,
2011,TX,Texas,Physical Activity,Incentives,Community,Sweetened Beverages Tax,Dead,H2214,3,,
2011,CA,California,Nutrition,Vending,Restaurant/Retail,Public Contracts: Healthy and Sustainable Food,Dead,A727,3,,
2007,CA,California,Nutrition,Appropriations,School/After School,Public School Health Center Support Program,Enacted,S564,1,1/1/2007 0:00,
2010,HI,Hawaii,Nutrition,Access to Healthy Foods,School/After School,Department of Education,Dead,HCR290,3,,
2009,CA,California,Nutrition,Liability and Indemnity,Community,Budget Act of 2009,Dead,A105,3,,
2011,NY,New York,Nutrition,Appropriations,Restaurant/Retail,Foods Containing Artificial Trans Fat,Dead,A219,3,,
2011,RI,Rhode Island,Nutrition,Incentives,Restaurant/Retail,Taxation,Dead,H5432,3,,
2012,WA,Washington,Nutrition,Agriculture and Farming,School/After School,An Act Relating to Bid Requirements for Schools<br>,Dead,S6183,3,1/1/2012 0:00,
2010,NY,New York,Nutrition,Agriculture and Farming,Restaurant/Retail,Commissioner of Economic Development,Dead,A9545,3,,
2009,CA,California,Obesity,Body Mass Index (BMI),Community,Transit Village Developments: Infrastructure Financing,Vetoed,A338,2,,
2011,MO,Missouri,Nutrition,Food Security,Community,"Expenses, Grants, Refunds, and Distributions",Enacted,H11,1,1/1/2011 0:00,
2011,TX,Texas,Obesity,Appropriations,Community,Gulfton Area Municipal Management District,Enacted,H3828,1,1/1/2011 0:00,
2006,CO,Colorado,Nutrition,Appropriations,School/After School,Fruits And Vegetables In Schools,Enacted,S127,1,1/1/2006 0:00,
2009,MA,Massachusetts,Nutrition,Access to Healthy Foods,Medical and/or Hospital,Nutrition Standards for State Agencies,Enacted,EO509,1,1/7/2009 0:00,7/1/2009 0:00
2015,IN,Indiana,Nutrition,Nutrition Standards,School/After School,Nutrition Requirements in Schools,Introduced,SB500,0,,
2009,MA,Massachusetts,Nutrition,Task Forces/Councils,Early Care and Education,Food Policy Council,Dead,H4255,3,,
2015,MD,Maryland,Nutrition,Task Forces/Councils,School/After School,Sugar-Free Schools Act,Introduced,HB894,0,,
2009,FL,Florida,Nutrition,Food Assistance Programs,Community,Sales and Use Tax,Dead,S216,3,,
2003,CA,California,Nutrition,Food Assistance Programs,Community,Child and Parental Nutrition,Enacted,SB875,1,1/1/2003 0:00,
2005,WA,Washington,Physical Activity,Bicycling,Community,Citizen Physical Health Land Use and Recreation,Enacted,S5186,1,1/1/2005 0:00,
2003,OR,Oregon,Nutrition,Food Security,Community,An Act Making Appropriations<br>,Enacted,S500,1,1/1/2003 0:00,
2011,TN,Tennessee,Physical Activity,Safe Routes to Schools,Community,An Act Relating to the Construction of Facilities and Trails <br>,Enacted,H2204,1,1/1/2011 0:00,
2011,VT,Vermont,Nutrition,Incentives,Community,Blue Ribbon Tax Structure Commission,Dead,H122,3,,
2011,OK,Oklahoma,Nutrition,Appropriations,Restaurant/Retail,Healthy Corner Store,Enacted,R16610,1,1/1/2011 0:00,
2009,NC,North Carolina,Nutrition,Liability and Indemnity,Community,Technical Assistance Healthy Lifestyle,Dead,H1467,3,,
2011,NY,New York,Nutrition,Agriculture and Farming,School/After School,An Act to Amend the New York State Urban Development Corporation Act,Enacted,S614,1,1/1/2011 0:00,
2009,MA,Massachusetts,Nutrition,Appropriations,Community,Farmers Markets,Dead,H4000,3,,
2016,SC,South Carolina,Nutrition,Access to Healthy Foods,School/After School,"""An act to amend relating to the establishment of elementary school food service meals and competitive food requirements, so as to allow meals provided K-12 meet nutritional requirements.""",Enacted,SB484,1,6/5/2016 0:00,6/5/2016 0:00
2011,MS,Mississippi,Nutrition,Disparities/Equity,Community,Health Foods,Dead,S2507,3,,
2011,HI,Hawaii,Obesity,Health Insurance Coverage,Medical and/or Hospital,Tax Credits,Dead,H409,3,,
2010,VA,Virginia,Nutrition,Appropriations,School/After School,Competitive Foods in Public Schools,Enacted,S414,1,1/1/2010 0:00,
2011,MA,Massachusetts,Obesity,Task Forces/Councils,School/After School,Public School Commercialism Commission,Dead,H2719,3,,
2009,MN,Minnesota,Obesity,Menu Labeling,Community,Human Services,Dead,S839,3,,
2009,WI,Wisconsin,Nutrition,School Nutrition,School/After School,Physical Fitness Assessments,Dead,A620,3,,
2011,HI,Hawaii,Obesity,Appropriations,Restaurant/Retail,Charter School Agricultural Business,Dead,SCR34,3,,
2009,OR,Oregon,Nutrition,Farmers Markets,Community,Nutrition Improvement Zones,Dead,S908,3,,
2011,MS,Mississippi,Physical Activity,Access to Recreational Opportunities,School/After School,Sweetened Beverages and Syrups Tax,Dead,S2678,3,,
2010,NC,North Carolina,Nutrition,Appropriations,Work Place,Lactation Support,Enacted,R5926,1,1/1/2010 0:00,
2007,CA,California,Nutrition,Farm Direct Foods,Community,State Property: Vending Machines,Enacted,S441,1,1/1/2007 0:00,
2011,OK,Oklahoma,Obesity,Appropriations,School/After School,School Nutrition,Dead,S632,3,,
2011,MA,Massachusetts,Obesity,Body Mass Index (BMI),Community,Bay Transit Authority to Acquire Land,Dead,H2653,3,,
2015,NY,New York,Obesity,Body Mass Index (BMI),Restaurant/Retail,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,Introduced,SB1668,0,,
2009,MA,Massachusetts,Physical Activity,Safe Routes to Schools,Community,Transportation System Modernization,Enacted,S2087,1,1/1/2009 0:00,
2005,MA,Massachusetts,Obesity,Appropriations,Community,Environmental Trust,Enacted,H1283,1,1/1/2005 0:00,
2010,MD,Maryland,Obesity,Food Restrictions,Community,Fees for Community Health Programs,Enacted,R10300,1,1/1/2010 0:00,
2011,NY,New York,Nutrition,Vending,School/After School,Prohibiting the Sale of Certain Foods and Beverages,Dead,A6229,3,,
2011,MS,Mississippi,Nutrition,Farm Direct Foods,Restaurant/Retail,Mississippi Dairy Industry Stabilization Act,Dead,H586,3,,
2011,TN,Tennessee,Physical Activity,Bicycling,School/After School,An Act Relating to the Construction of Facilities and Trails <br>,Enacted,H2204,1,1/1/2011 0:00,
2013,WI,Wisconsin,Physical Activity,Appropriations,Work Place,An Act Relating to an Income and Franchise Tax Credit for Workplace Wellness Programs,Introduced,SB73,0,,
2010,MN,Minnesota,Nutrition,Liability and Indemnity,Community,Capital Improvements,Dead,H2626,3,,
2009,CT,Connecticut,Obesity,Menu Labeling,Community,Smart Growth,Enacted,H6467,1,1/1/2009 0:00,
2009,IA,Iowa,Nutrition,Agriculture and Farming,Community,Local Food and Farm Task Force,Dead,S332,3,,
2013,MN,Minnesota,Physical Activity,Appropriations,School/After School,Appropriating Monies for Transportation,Introduced,SB1173,0,,
